titulo,cidade_estado,autoria,ano,link_experiencia
Ecovid-19: Sistema on-line como ferramenta de monitoramento e vigilância dos casos suspeitos e confirmados de covid-19 e  a integração entre atenção básica e  vigilância Epidemiológica.,Irati - PR,JéSSICA CRISTINA MATTOS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1531_ecovid-19-sistema-on-line-como-ferramenta-de-monitoramento-e-vigilancia-dos-casos-suspeitos-e-confirmados-de-covid-19-e-a-integracao-entre-atencao-basica-e-vigilancia-epidemiologica
RELATO DE EXPERIÊNCIA:  OS DESAFIOS ADMINISTRATIVOS E ASSISTENCIAIS DE NÃO SUSPENDER O ATENDIMENTO A SAÚDE DA POPULAÇÃO DE JAPIRA-PR FRENTE A PANDEMIA COVID-19 EM 2020.,Japira - PR,LEISE CRISTINA JORGE,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1532_relato-de-experiencia-os-desafios-administrativos-e-assistenciais-de-nao-suspender-o-atendimento-a-saude-da-populacao-de-japira-pr-frente-a-pandemia-covid-19-em-2020
Avanços e desafios do abrigamento social das pessoas em situação de rua: Experiência de um município do Sul do País,Londrina - PR,JUCELEI PASCOAL BOARETTO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1513_avancos-e-desafios-do-abrigamento-social-das-pessoas-em-situacao-de-rua-experiencia-de-um-municipio-do-sul-do-pais
USO DE PLATAFORMAS VIRTUAIS E MÍDIAS SOCIAIS PARA EDUCAÇÃO EM SAÚDE DO TRABALHADOR EM TEMPOS DE COVID-19 NO MUNICÍPIO DE LONDRINA,Londrina - PR,CELITA SALMASO TRELHA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1534_uso-de-plataformas-virtuais-e-midias-sociais-para-educacao-em-saude-do-trabalhador-em-tempos-de-covid-19-no-municipio-de-londrina
CARACTERIZAÇÃO DOS TRABALHADORES ORIENTADOS SOBRE MEDIDAS DE PREVENÇÃO DA COVID-19 NO MUNICÍPIO DE LONDRINA E REGIÃO,Londrina - PR,MICHELLE MOREIRA ABUJAMRA FILLIS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1533_caracterizacao-dos-trabalhadores-orientados-sobre-medidas-de-prevencao-da-covid-19-no-municipio-de-londrina-e-regiao
IMPLANTAÇÃO DE UMA REDE DE ATENÇÃO À SAÚDE DO TRABALHADOR NA PROTEÇÃO E PREVENÇÃO DO COVID-19 EM LONDRINA E REGIÃO,Londrina - PR,TATIANE PELAQUIM,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1535_implantacao-de-uma-rede-de-atencao-a-saude-do-trabalhador-na-protecao-e-prevencao-do-covid-19-em-londrina-e-regiao
Desafios na organização da rede municipal de saúde de Londrina para o enfrentamento da pandemia do COVID-19: ações da atenção básica até alta complexidade,Londrina - PR,CLEITON JOSé SANTANA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1536_desafios-na-organizacao-da-rede-municipal-de-saude-de-londrina-para-o-enfrentamento-da-pandemia-do-covid-19-acoes-da-atencao-basica-ate-alta-complexidade
UM NOVO JEITO DE FAZER SAÚDE X COVID-19,Mangueirinha - PR,KLEIDE MARIS ZARDO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1537_um-novo-jeito-de-fazer-saude-x-covid-19
"EDIÇÃO DO ‘CADERNO DE ORIENTAÇÕES PREVENTIVAS’ EM MANOEL RIBAS PR, COM INFORMAÇÕES  SOBRE COMO SE COMPORTAR PARA EVITAR A PROPAGAÇÃO DO CORONAVIRUS CAUSADOR DA COVID 19.",Manoel Ribas - PR,OSNY SANTO PELEGRINELLI,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1538_edicao-do-caderno-de-orientacoes-preventivas-em-manoel-ribas-pr-com-informacoes-sobre-como-se-comportar-para-evitar-a-propagacao-do-coronavirus-causador-da-covid-19
COMO TRABALHAR EDUCAÇÃO EM SAÚDE COM O TEMA COVID 19 NO AMBIENTE ESCOLAR VIRTUAL .,Maria Helena - PR,ANDREIA APARECIDA REZENDE,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1499_como-trabalhar-educacao-em-saude-com-o-tema-covid-19-no-ambiente-escolar-virtual
a IMPORTÂNCIA  do  controle  do comercio ATRAVÉS da VIGILÂNCIA  SANITÁRIA no combate ao covid19 ,Maria Helena - PR,DANIELA ANISIA MARQUES,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1514_a-importancia-do-controle-do-comercio-atraves-da-vigilancia-sanitaria-no-combate-ao-covid19
Cultivo de Horta comunitária para atendimento de famílias em vulnerabilidade em tempos de pandemia.,Mariluz - PR,SIMONI DE SOUZA BERTON KAWAZ,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1539_cultivo-de-horta-comunitaria-para-atendimento-de-familias-em-vulnerabilidade-em-tempos-de-pandemia
Potencializando o cuidado ao idoso com tontura  na RAS em tempos de COVID-19,Munhoz de Melo - PR,NíVEA KIYOMI ASSAKAWA MITSUI,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1541_potencializando-o-cuidado-ao-idoso-com-tontura-na-ras-em-tempos-de-covid-19
REPERCUSSÕES DA PANDEMIA NA INFÂNCIA: ESTRATÉGIAS DE CUIDADO Intersetorial,Munhoz de Melo - PR,BRUNA PUZIOL MACHADO MULASKI ,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1540_repercussoes-da-pandemia-na-infancia-estrategias-de-cuidado-intersetorial
"CACOV-19: CENTRAL DE ATENDIMENTO AO COVID-19.
",Nova Tebas - PR,MARCELO FONTES DA SILVA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1515_cacov-19-central-de-atendimento-ao-covid-19
"FARMÁCIA MÓVEL: O ACESSO AO MEDICAMENTO MAIS PRÓXIMO DOS USUÁRIOS EM MEIO A PANDEMIA.
",Nova Tebas - PR,MÁRCIA REGINA ROSSI,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1542_farmacia-movel-o-acesso-ao-medicamento-mais-proximo-dos-usuarios-em-meio-a-pandemia
PROJETO SAÚDE NA PALMA DA MÃO - UMA ESTRATÉGIA DE PROMOÇÃO EM SAÚDE EM TEMPOS DE PANDEMIA,Paranavaí - PR,HELLEN PATRíCIA ZAINE,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1516_projeto-saude-na-palma-da-mao-uma-estrategia-de-promocao-em-saude-em-tempos-de-pandemia
 Atenção Primária à Saúde ampliando espaços no enfrentamento da pandemia da Covid-19,Pato Branco - PR,ELIZANGELA GREGGIO VINCENSI,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1517_atencao-primaria-a-saude-ampliando-espacos-no-enfrentamento-da-pandemia-da-covid-19
PRÁTICAS CIRCULARES: O USO DE CÍRCULOS NO AMBIENTE DE TRABALHO PARA PROMOÇÃO DE SAÚDE MENTAL DO PROFISSIONAL DE SAÚDE PARA O ENFRENTAMENTO À COVID-19 ,Piraí do Sul - PR,IZABELA ESPIRITO SANTO BORGES,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1543_praticas-circulares-o-uso-de-circulos-no-ambiente-de-trabalho-para-promocao-de-saude-mental-do-profissional-de-saude-para-o-enfrentamento-a-covid-19
VIGILÂNCIA EPIDEMIOLÓGICA COMO ARTICULADORA DA REDE DE ATENÇÃO FRENTE À PANDEMIA,São Jorge do Patrocínio - PR,DIEGO FELIPE VASCONCELLOS DA SILVA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1544_vigilancia-epidemiologica-como-articuladora-da-rede-de-atencao-frente-a-pandemia
PREVENÇÃO E PROMOÇÃO DE SAÚDE BUCAL EM TEMPOS DE COVID-19,São João do Triunfo - PR,PAULINE FRIEDERIKE WARKENTIN,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1500_prevencao-e-promocao-de-saude-bucal-em-tempos-de-covid-19
"SEMANA AZUL, CUIDAR DA SAÚDE TAMBÉM É COISA DE HOMEM! ",São Pedro do Paraná - PR,ADRIANE MARMITT GORMANN CARDOSO ,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1546_semana-azul-cuidar-da-saude-tambem-e-coisa-de-homem
"pROJETO SAÚDE INTEGRAL NA PANDEMIA, MEDICAMENTOS EM CASA! ",São Pedro do Paraná - PR,PRISCILA AP. LUNARDON GODOY CAVENAGHI ,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1545_projeto-saude-integral-na-pandemia-medicamentos-em-casa
ESTRATÉGIA DE MUDANÇA NAS AÇÕES DO NÚCLEO DE APOIO à SAÚDE DA FAMÍLIA (NASF) FRENTE A PANDEMIA DO COVID-19 NO MUNICÍPIO DE TERRA RICA – PR.,Terra Rica - PR,VANESSA PéRICO TEIXEIRA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1502_estrategia-de-mudanca-nas-acoes-do-nucleo-de-apoio-a-saude-da-familia-nasf-frente-a-pandemia-do-covid-19-no-municipio-de-terra-rica-pr
PREVENÇÃO ODONTOLÓGICA ONLINE,Terra Rica - PR,DOUGLAS CAVENAGHI MOLINA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1501_prevencao-odontologica-online
"MONITORAMENTO MULTIPROFISSIONAL – APERFEIÇOAMENTO DO ACOMPANHAMENTO DOS CASOS SUSPEITOS DE COVID-19 E CONTENÇÃO NA TRANSMISSÃO DE NOVOS CASOS NO MUNICÍPIO DE TERRA RICA, PARANÁ",Terra Rica - PR,ÉRICA ALINE TAZINASSO PAVÃO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1518_monitoramento-multiprofissional-aperfeicoamento-do-acompanhamento-dos-casos-suspeitos-de-covid-19-e-contencao-na-transmissao-de-novos-casos-no-municipio-de-terra-rica-parana
Projeto Hora da Saúde - Educação em Saúde na Atenção Básica em tempos de Pandemia,Toledo - PR,CARLA CAROLINE CAMPANELLI MOREIRA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1503_projeto-hora-da-saude-educacao-em-saude-na-atencao-basica-em-tempos-de-pandemia
"AÇÕES REALIZADAS PELA VIGILÂNCIA SANITária DO MUNICÍPIO DE TOLEDO, PARA O ENFRENTAMENTO AO COVID- 19, NOS FRIGORÍFICOS , COM O OBJETIVO DE ORIENTAR TODOS OS ENVOLVIDOS NESSE SETOR. ",Toledo - PR,CARLA ELISABETE HUPPES DE SOUZA ,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1504_acoes-realizadas-pela-vigilancia-sanitaria-do-municipio-de-toledo-para-o-enfrentamento-ao-covid-19-nos-frigorificos-com-o-objetivo-de-orientar-todos-os-envolvidos-nesse-setor
unidades de SAÚDE de referencia para atendimentos exclusivos a pacientes com sintomas gripais-relato de experiencia,Toledo - PR,KIUSSA TAINA GETEINS VIDAL CINTRA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1519_unidades-de-saude-de-referencia-para-atendimentos-exclusivos-a-pacientes-com-sintomas-gripais-relato-de-experiencia
"AMBULATÓRIO DE GESTANTES, RECÉM NASCIDOS E CRIANÇAS CLASSIFICADAS COMO ALTO RISCO, DE TOLEDO PR, COMO MEIO DE ENFRENTAMENTO DA DOENÇA COVID-19, VISANDO À REDUÇÃO DE DANOS DESTES GRUPOS.",Toledo - PR,MáRCIA INêS MALLMANN BAPTISTA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1520_ambulatorio-de-gestantes-recem-nascidos-e-criancas-classificadas-como-alto-risco-de-toledo-pr-como-meio-de-enfrentamento-da-doenca-covid-19-visando-a-reducao-de-danos-destes-grupos
PROTOCOLO DE ATENDIMENTO ODONTOLÓGICO NAS UNIDADES BÁSICAS DE SAÚDE DO MUNICÍPIO DE TOLEDO NO PERÍODO DE PANDEMIA DO COVID-19. ,Toledo - PR,JUCILIANE CESARO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1521_protocolo-de-atendimento-odontologico-nas-unidades-basicas-de-saude-do-municipio-de-toledo-no-periodo-de-pandemia-do-covid-19
BOLETIM EPIDEMIOLÓGICO: O PORTA VOZ DA SECRETARIA DE SAÚDE PARA A COMUNIDADE.,Ubiratã - PR,VALDENI ALEXANDRE CICONELLO NETO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1522_boletim-epidemiologico-o-porta-voz-da-secretaria-de-saude-para-a-comunidade
IMPLANTAÇÃO E IMPLEMENTAÇÃO DO AMBULATÓRIO DE SÍNDROMES GRIPAIS NO MUNICÍPIO DE UMUARAMA-PR,Umuarama - PR,DAIANE DA SILVA REZENDE,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1547_implantacao-e-implementacao-do-ambulatorio-de-sindromes-gripais-no-municipio-de-umuarama-pr
Estruturação de serviço de apoio para atendimento de pacientes sintomáticos durante a pandemia do novo Corona vírus. ,União da Vitória - PR,ELIVELTON LUIS DE MELO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1505_estruturacao-de-servico-de-apoio-para-atendimento-de-pacientes-sintomaticos-durante-a-pandemia-do-novo-corona-virus
"FORMAÇÃO DE NÚCLEO DE APOIO TÉCNICO-ASSISTENCIAL PARA AS AÇÕES DE
ENFRENTAMENTO À COVID-19 NA ÁREA DE ABRANGÊNCIA DA 6ª REGIONAL DE SAÚDE DO PARANÁ.",União da Vitória - PR,PAULA FERNANDA QUAGLIO KRZYZANOWSKI,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1548_formacao-de-nucleo-de-apoio-tecnico-assistencial-para-as-acoes-de-enfrentamento-a-covid-19-na-area-de-abrangencia-da-6a-regional-de-saude-do-parana
"Tecendo redes: a regulação como articuladora da alta responsável do usuário pós-Covid-19.<br />
",Angra dos Reis - RJ,LUCIANA ROSSINOL SILVA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1617_tecendo-redes-a-regulacao-como-articuladora-da-alta-responsavel-do-usuario-pos-covid-19-br
A INCLUSÃO DE AGENTES DA POLÍCIA CIVIL E GUARDA MUNICIPAL NA ESTRATÉGIA DE CUIDADOS ÀS PESSOAS EM SITUAÇÃO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR DURANTE A PANDEMIA,Mangaratiba - RJ,MARIA ELISA BARRETTO GOULART,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1618_a-inclusao-de-agentes-da-policia-civil-e-guarda-municipal-na-estrategia-de-cuidados-as-pessoas-em-situacao-de-violencia-domestica-e-familiar-durante-a-pandemia
INTEGRALIDADE DA ATENÇÃO À SAÚDE DA POPULAÇÃO EM SITUAÇÃO DE RUA DE NITERÓI (RJ) NA PANDEMIA DE COVID: PREVENÇÃO DE SURTOS E PROMOÇÃO DO CUIDADO ,Niterói - RJ,ALEXANDRE,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1610_integralidade-da-atencao-a-saude-da-populacao-em-situacao-de-rua-de-niteroi-rj-na-pandemia-de-covid-prevencao-de-surtos-e-promocao-do-cuidado
ENCAMINHAMENTO DE UM HOMEM COVID-19 DETECTADO PARA O CENTRO DE QUARENTENA ASSISTIDA,Niterói - RJ,VILMA VIEIRA DA SILVA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1611_encaminhamento-de-um-homem-covid-19-detectado-para-o-centro-de-quarentena-assistida
O APOIO MATRICIAL DA SUPERVISÃO DO PROGRAMA MÉDICO DE FAMÍLIA DE NITERÓI: REORGANIZANDO A APS PARA ENFRENTAMENTO DA PANDEMIA,Niterói - RJ,RENATA FERNANDA DE MORAIS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1619_o-apoio-matricial-da-supervisao-do-programa-medico-de-familia-de-niteroi-reorganizando-a-aps-para-enfrentamento-da-pandemia
"PROJETO “TRANSFORMA-DOR”: A PSICOLOGIA E SUA RECONSTRUÇÃO NO CENÁRIO DA PANDEMIA DA COVID-19 - um relato de uma experiência singular no Município de Paraíba do Sul. 
",Paraíba do Sul - RJ,JACQUELINE MACHADO BARBOZA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1604_projeto-transforma-dor-a-psicologia-e-sua-reconstrucao-no-cenario-da-pandemia-da-covid-19-um-relato-de-uma-experiencia-singular-no-municipio-de-paraiba-do-sul
Práticas integrativas complementares em saúde ofertadas pelo nasf-ab/ps como suporte assistencial aos profissionais no enfrentamento à covid-19,Paraíba do Sul - RJ,LUZICACIA MEIRA SANTANA ,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1612_praticas-integrativas-complementares-em-saude-ofertadas-pelo-nasf-ab-ps-como-suporte-assistencial-aos-profissionais-no-enfrentamento-a-covid-19
A construção do Sistema de Monitoramento do COVID-19 como um instrumento de apoio a gestão e controle social na SMS Petrópolis - RJ,Petrópolis - RJ,MARCELO JOSé DA SILVEIRA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1605_a-construcao-do-sistema-de-monitoramento-do-covid-19-como-um-instrumento-de-apoio-a-gestao-e-controle-social-na-sms-petropolis-rj
Organização da Rede de Atenção à Saúde do município de Piraí no enfrentamento à Covid-19: o impacto de uma rede de saúde fortalecida e constituída com base na APS,Piraí - RJ,ANDREA SABINO FILGUEIRAS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1613_organizacao-da-rede-de-atencao-a-saude-do-municipio-de-pirai-no-enfrentamento-a-covid-19-o-impacto-de-uma-rede-de-saude-fortalecida-e-constituida-com-base-na-aps
Relato da cooperação entre a Prefeitura de Quissamã e a Universidade Federal do Rio de Janeiro -Campus Macaé para o enfrentamento da COVID 19,Quissamã - RJ,TEREZA CRISTINA CABRAL GOMES ,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1607_relato-da-cooperacao-entre-a-prefeitura-de-quissama-e-a-universidade-federal-do-rio-de-janeiro-campus-macae-para-o-enfrentamento-da-covid-19
AÇÕES DA GESTÃO MUNICIPAL PARA O ENFRENTAMENTO DA PANDEMIA COVID 19 EM QUISSAMÃ/RJ,Quissamã - RJ,DELBA MACHADO BARROS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1606_acoes-da-gestao-municipal-para-o-enfrentamento-da-pandemia-covid-19-em-quissama-rj
COVID-19: Um olhar diferenciado aos usuários com Doenças Crônicas Não Transmissíveis em tempos de pandemia no município de Quissamã/RJ,Quissamã - RJ,ANDRÉA OLIVEIRA DA SILVA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1614_covid-19-um-olhar-diferenciado-aos-usuarios-com-doencas-cronicas-nao-transmissiveis-em-tempos-de-pandemia-no-municipio-de-quissama-rj
INTEGRAÇÃO DOS SERVIÇOS DE SAÚDE PARA O ENFRENTAMENTO DA COVID-19 NO MUNICÍPIO DE QUISSAMÃ/RJ,Quissamã - RJ,SABRINE SANTOS PEREIRA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1615_integracao-dos-servicos-de-saude-para-o-enfrentamento-da-covid-19-no-municipio-de-quissama-rj
ESTUDO DE SOROPREVALÊNCIA DE INFECÇÃO POR COVID-19 NO MUNICÍPIO DE QUISSAMÃ-RJ,Quissamã - RJ,MILENA DA PAIXãO GONçALVES VIANA ,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1621_estudo-de-soroprevalencia-de-infeccao-por-covid-19-no-municipio-de-quissama-rj
Intervenções da Saúde Mental no município de Quissamã/RJ para o enfrentamento da pandemia COVID-19.,Quissamã - RJ,DANILO CHAGAS MELCHIADES GOMES,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1620_intervencoes-da-saude-mental-no-municipio-de-quissama-rj-para-o-enfrentamento-da-pandemia-covid-19
REDE DO CUIDADO: ACADEMIA DA SAÚDE COM O USO DA TECNOLOGIA E COMUNICAÇÃO PROMOVE O CUIDADO COM A VIDA DOS USUÁRIOS EM TEMPO DE PANDEMIA COVID-19.,Rio Claro - RJ,HELIA MARIA PEREIRA NASCIMENTO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1622_rede-do-cuidado-academia-da-saude-com-o-uso-da-tecnologia-e-comunicacao-promove-o-cuidado-com-a-vida-dos-usuarios-em-tempo-de-pandemia-covid-19
SAÚDE DO IDOSO:  CUIDADOS NA QUARENTENA,Rio das Ostras - RJ,ANA LúCIA AZEREDO COUTO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1608_saude-do-idoso-cuidados-na-quarentena
ATENÇÃO PRIMÁRIA A SAÚDE NA TESTAGEM E CONTIGENCIAMENTO DO COVID 19 NUMA COMUNIDADE DE SÃO GONÇALO-SG,São Gonçalo - RJ,MARIA AUXILIADORA RODRIGUES,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1623_atencao-primaria-a-saude-na-testagem-e-contigenciamento-do-covid-19-numa-comunidade-de-sao-goncalo-sg
enfrentamento à pandemia de coronavírus no município de trajano de moraes: covid aqui não,Trajano de Moraes - RJ,MMCAMPOSNF@HOTMAIL.COM,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1616_enfrentamento-a-pandemia-de-coronavirus-no-municipio-de-trajano-de-moraes-covid-aqui-nao
Programa de Atendimento aos Pacientes em Isolamento Domiciliar por Covid-19 do município de Três Rios-RJ: PAID COVID-19,Três Rios - RJ,GLEICI,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1624_programa-de-atendimento-aos-pacientes-em-isolamento-domiciliar-por-covid-19-do-municipio-de-tres-rios-rj-paid-covid-19
A Terapia Comunitária Integrativa no Enfrentamento à Pandemia: Uma Rede On-line de Apoio Solidário.,Valença - RJ,SILVIA MELLO DOS SANTOS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1609_a-terapia-comunitaria-integrativa-no-enfrentamento-a-pandemia-uma-rede-on-line-de-apoio-solidario
Ronda quarentena: uma estratégia transdisciplinar no diagnóstico e tratamento precoce da COVID-19 em Apodi-RN.,Apodi - RN,MAYARA BARROS BANDEIRA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1625_ronda-quarentena-uma-estrategia-transdisciplinar-no-diagnostico-e-tratamento-precoce-da-covid-19-em-apodi-rn
"ILHA DAS EMOÇÕES EM CASA

",Apodi - RN,DENISE SANCHES PINHEIRO DIOGENES,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1626_ilha-das-emocoes-em-casa
Os benefícios da auriculoterapia na saúde dos profissionais da atenção básica que atuam no combate de enfrentamento à Covid-19.   ,Cerro Corá - RN,DISLLANE HILDEBRANDO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1627_os-beneficios-da-auriculoterapia-na-saude-dos-profissionais-da-atencao-basica-que-atuam-no-combate-de-enfrentamento-a-covid-19
“PROJETO SAÚDE COM VOCÊ”,Messias Targino - RN,MIDYA GURGEL,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1629_projeto-saude-com-voce
"COMBATE A COVID-19 EM PARNAMIRIM/RN: RESGATANDO OS PRINCÍPIOS DO SUS NA PRÁTICA, DE MANEIRA EXITOSA",Parnamirim - RN,RAIANNE JAYARA COSTA BEZERRA MANçONARO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1631_combate-a-covid-19-em-parnamirim-rn-resgatando-os-principios-do-sus-na-pratica-de-maneira-exitosa
TELE-ATENDIMENTO EM SAÚDE: NOVOS ARRANJOS COMO ESTRATÉGIA DE ENFRENTAMENTO AO COVID-19: Um relato de experiência em Parnamirim/RN.,Parnamirim - RN,NATHALY SOPHIA ROCHA PHILLIPS DAVID,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1632_tele-atendimento-em-saude-novos-arranjos-como-estrategia-de-enfrentamento-ao-covid-19-um-relato-de-experiencia-em-parnamirim-rn
"Agentes de Saúde: Força motriz na educação, prevenção e combate ao novo coronavírus",São Francisco do Oeste - RN,MACELO RYK LOPES RAULINO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1628_agentes-de-saude-forca-motriz-na-educacao-prevencao-e-combate-ao-novo-coronavirus
"A TECNOLOGIA E O ACESSO AVANÇADO AO PRÉ-NATAL EM TEMPOS DE PANDEMIA.
",São Gonçalo do Amarante - RN,EDNA MARIA DANTAS OLIVEIRA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1630_a-tecnologia-e-o-acesso-avancado-ao-pre-natal-em-tempos-de-pandemia
ORGANIZAÇÃO DO PROCESSO DE TRABALHO  DA ATENÇÃO BÁSICA E VIGILANCIA EM SAÚDE NO MUNICIPIO DE CAMPO NOVO DE RONDONIA: RELATO DE EXPERIÊNCIA.,Campo Novo de Rondônia - RO,ANDRIELE VANCINI SANCHES,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1684_organizacao-do-processo-de-trabalho-da-atencao-basica-e-vigilancia-em-saude-no-municipio-de-campo-novo-de-rondonia-relato-de-experiencia
"TRABALHO MULTIDISCIPLINAR PARA ELABORAÇÃO DE INSTRUMENTOS, COMO ESTRATÉGIA DE AÇÃO DA VIGILÂNCIA EM SAÚDE NO CONTEXTO DA PANDEMIA COVID- 19, EM PORTO VELHO/RO",Porto Velho - RO,REGIA DE LOURDES FERREIRA PACHECO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1687_trabalho-multidisciplinar-para-elaboracao-de-instrumentos-como-estrategia-de-acao-da-vigilancia-em-saude-no-contexto-da-pandemia-covid-19-em-porto-velho-ro
educação em Saúde na testagem rápida para a COVID-19— um relato de experiência.,Porto Velho - RO,GENNYFFER FERREIRA GOMES,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1686_educacao-em-saude-na-testagem-rapida-para-a-covid-19-um-relato-de-experiencia
CALL CENTER PARA ATENDIMENTO AO SUSPEITO DE COVID-19 EM PORTO VELHO.,Porto Velho - RO,CARIS REGINA VALENCIA SALES,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1685_call-center-para-atendimento-ao-suspeito-de-covid-19-em-porto-velho
CAPACITAÇÃO DOS PROFISSIONAIS DAS UNIDADES DE PRONTO ATENDIMENTO SOBRE O MANEJO DA VENTILAÇÃO MECÂNICA EM PACIENTES COM COVID-19 EM DE PORTO VELHO/RO.,Porto Velho - RO,NATÁLIA CRISTINA SOUZA MARTINS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1688_capacitacao-dos-profissionais-das-unidades-de-pronto-atendimento-sobre-o-manejo-da-ventilacao-mecanica-em-pacientes-com-covid-19-em-de-porto-velho-ro
VISITAS TÉCNICAS NAS UNIDADES BÁSICAS DE SAÚDE DO MUNICÍPIO DE PORTO VELHO/RO: Monitoramento e organização de fluxo no enfrentamento à Covid-19,Porto Velho - RO,ETHIANNE CHANNAN DE OLIVEIRA BASTOS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1690_visitas-tecnicas-nas-unidades-basicas-de-saude-do-municipio-de-porto-velho-ro-monitoramento-e-organizacao-de-fluxo-no-enfrentamento-a-covid-19
